89153	GCF_902377585.1	89153	[Clostridium] hylemonae	na	Contig	Full	2019/08/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/377/585/GCF_902377585.1_MGYG-HGUT-01710/	na	bacteria	2024/02/29	3635	3526	54	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hylemonae	unclassified [Clostridium] hylemonae subspecies/strain	GCF_902377585.1_MGYG-HGUT-01710
29347	GCF_020555615.1	29347	[Clostridium] scindens	strain=SL.1.22	Contig	Full	2021/10/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/555/615/GCF_020555615.1_ASM2055561v1/	na	bacteria	2024/02/29	3822	3707	81	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] scindens	unclassified [Clostridium] scindens subspecies/strain	GCF_020555615.1_ASM2055561v1
1512	GCF_028207515.1	1512	[Clostridium] symbiosum	strain=B4_m1001713B170214d0_201011	Scaffold	Full	2023/01/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/207/515/GCF_028207515.1_ASM2820751v1/	na	bacteria	2024/02/29	4634	4510	64	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum	unclassified [Clostridium] symbiosum subspecies/strain	GCF_028207515.1_ASM2820751v1
46228	GCF_027671265.1	46228	[Ruminococcus] lactaris	strain=AM25-24	Scaffold	Full	2023/01/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/671/265/GCF_027671265.1_ASM2767126v1/	na	bacteria	2024/02/29	2818	2667	60	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	unclassified [Ruminococcus] lactaris subspecies/strain	GCF_027671265.1_ASM2767126v1
33039	GCF_958345745.1	33039	[Ruminococcus] torques	na	Contig	Full	2023/07/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/345/745/GCF_958345745.1_ERR8263806_bin.18_MetaWRAP_v1.3_MAG/	derived from metagenome	bacteria	2024/02/29	2180	2103	31	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	unclassified [Ruminococcus] torques subspecies/strain	GCF_958345745.1_ERR8263806_bin.18_MetaWRAP_v1.3_MAG
2486576	GCF_034115225.1	2486576	Absicoccus porci	na	Contig	Full	2023/12/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/115/225/GCF_034115225.1_ASM3411522v1/	derived from metagenome	bacteria	2023/12/07	1943	1873	49	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus porci	unclassified Absicoccus porci subspecies/strain	GCF_034115225.1_ASM3411522v1
1287735	GCF_022525075.1	1287735	Achromobacter insuavis	strain=2013Y70381518II	Contig	Full	2022/03/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/525/075/GCF_022525075.1_ASM2252507v1/	na	bacteria	2024/03/29	6400	6261	60	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	unclassified Achromobacter insuavis subspecies/strain	GCF_022525075.1_ASM2252507v1
72557	GCF_037148415.1	72557	Achromobacter ruhlandii	strain=MMO-124	Contig	Full	2024/03/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/148/415/GCF_037148415.1_ASM3714841v1/	na	bacteria	2024/03/14	5807	5714	67	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	unclassified Achromobacter ruhlandii subspecies/strain	GCF_037148415.1_ASM3714841v1
591001	GCF_020735645.1	905	Acidaminococcus fermentans DSM 20731	strain=FDAARGOS_1571	Complete Genome	Full	2021/11/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/645/GCF_020735645.1_ASM2073564v1/	na	bacteria	2023/12/22	2188	2103	82	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans	Acidaminococcus fermentans DSM 20731	GCF_020735645.1_ASM2073564v1
187327	GCF_037333615.1	187327	Acidaminococcus intestini	na	Contig	Full	2024/03/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/333/615/GCF_037333615.1_ASM3733361v1/	derived from metagenome	bacteria	2024/04/07	2020	1954	53	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	unclassified Acidaminococcus intestini subspecies/strain	GCF_037333615.1_ASM3733361v1
1852375	GCF_900095825.1	1852375	Acidaminococcus massiliensis	strain=Marseille-P2828	Scaffold	Full	2016/09/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/825/GCF_900095825.1_PRJEB15304/	na	bacteria	2024/02/18	2508	2416	78	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus massiliensis	unclassified Acidaminococcus massiliensis subspecies/strain	GCF_900095825.1_PRJEB15304
2058289	GCF_022484025.1	2058289	Acidaminococcus provencensis	na	Contig	Full	2022/03/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/484/025/GCF_022484025.1_ASM2248402v1/	derived from metagenome	bacteria	2024/03/29	2621	2536	77	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus provencensis	unclassified Acidaminococcus provencensis subspecies/strain	GCF_022484025.1_ASM2248402v1
1871002	GCF_037270425.1	1871002	Acidaminococcus timonensis	na	Contig	Full	2024/03/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/270/425/GCF_037270425.1_ASM3727042v1/	derived from metagenome	bacteria	2024/04/07	1903	1818	59	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus timonensis	unclassified Acidaminococcus timonensis subspecies/strain	GCF_037270425.1_ASM3727042v1
470	GCF_002249245.1	470	Acinetobacter baumannii	strain=ABCRPSTH05	Contig	Full	2017/08/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/245/GCF_002249245.1_ASM224924v1/	na	bacteria	2023/12/26	3862	3701	63	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	unclassified Acinetobacter baumannii subspecies/strain	GCF_002249245.1_ASM224924v1
106649	GCF_021444025.1	106649	Acinetobacter guillouiae	strain=SFC 500-1A	Contig	Full	2022/01/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/444/025/GCF_021444025.1_ASM2144402v1/	na	bacteria	2024/01/20	4509	4363	86	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter guillouiae	unclassified Acinetobacter guillouiae subspecies/strain	GCF_021444025.1_ASM2144402v1
1217662	GCF_000368805.1	40214	Acinetobacter johnsonii ANC 3681	strain=ANC 3681	Scaffold	Full	2013/04/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/805/GCF_000368805.1_Acin_john_ANC_3681_V1/	na	bacteria	2023/12/24	3396	3237	110	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	Acinetobacter johnsonii ANC 3681	GCF_000368805.1_Acin_john_ANC_3681_V1
28090	GCF_037027825.1	28090	Acinetobacter lwoffii	strain=AL159	Contig	Full	2024/03/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/027/825/GCF_037027825.1_ASM3702782v1/	na	bacteria	2024/03/06	3322	3135	83	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	unclassified Acinetobacter lwoffii subspecies/strain	GCF_037027825.1_ASM3702782v1
48296	GCF_025562415.1	48296	Acinetobacter pittii	strain=WU_MDCI_Ap64	Contig	Full	2022/09/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/562/415/GCF_025562415.1_ASM2556241v1/	na	bacteria	2023/10/20	3605	3496	64	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	unclassified Acinetobacter pittii subspecies/strain	GCF_025562415.1_ASM2556241v1
981336	GCF_000368825.1	108980	Acinetobacter ursingii DSM 16037 = CIP 107286	strain=CIP 107286	Scaffold	Full	2013/04/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/368/825/GCF_000368825.1_Acin_ursi_CIP_107286_V1/	na	bacteria	2024/01/08	3319	3124	81	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii	Acinetobacter ursingii DSM 16037 = CIP 107286	GCF_000368825.1_Acin_ursi_CIP_107286_V1
1852361	GCF_900128465.1	1852361	Actinomyces bouchesdurhonensis	strain=Marseille-P2825T	Scaffold	Full	2016/12/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/465/GCF_900128465.1_PRJEB18045/	na	bacteria	2024/03/29	2160	1780	58	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bouchesdurhonensis	unclassified Actinomyces bouchesdurhonensis subspecies/strain	GCF_900128465.1_PRJEB18045
435830	GCF_000239695.1	55565	Actinomyces graevenitzii C83	strain=C83	Scaffold	Full	2011/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/695/GCF_000239695.1_Acti_grae_C83_V1/	na	bacteria	2024/02/07	1916	1797	65	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	Actinomyces graevenitzii C83	GCF_000239695.1_Acti_grae_C83_V1
1655	GCF_001956555.1	1655	Actinomyces naeslundii	strain=MB-1	Scaffold	Full	2017/01/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/555/GCF_001956555.1_ASM195655v1/	na	bacteria	2024/03/31	2667	2565	57	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	unclassified Actinomyces naeslundii subspecies/strain	GCF_001956555.1_ASM195655v1
544580	GCF_963528335.1	544580	Actinomyces oris	na	Contig	Full	2023/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/528/335/GCF_963528335.1_ERR9969204_bin.13_MetaWRAP_v1.3_MAG/	derived from metagenome	bacteria	2024/01/24	2569	2445	47	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	unclassified Actinomyces oris subspecies/strain	GCF_963528335.1_ERR9969204_bin.13_MetaWRAP_v1.3_MAG
111015	GCF_963534975.1	111015	Actinomyces radicidentis	na	Contig	Full	2023/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/534/975/GCF_963534975.1_DRR247351_bin.4_MetaWRAP_v1.3_MAG/	derived from metagenome	bacteria	2023/10/04	2572	2465	48	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis	unclassified Actinomyces radicidentis subspecies/strain	GCF_963534975.1_DRR247351_bin.4_MetaWRAP_v1.3_MAG
103621	GCF_032561215.1	103621	Actinomyces urogenitalis	na	Contig	Full	2023/10/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/561/215/GCF_032561215.1_ASM3256121v1/	derived from metagenome	bacteria	2023/10/18	2164	2082	54	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces urogenitalis	unclassified Actinomyces urogenitalis subspecies/strain	GCF_032561215.1_ASM3256121v1
1870995	GCF_034119305.1	1870995	Actinotignum timonense	strain=SLA_Y216	Contig	Full	2023/12/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/119/305/GCF_034119305.1_ASM3411930v1/	na	bacteria	2023/12/07	1928	1824	54	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum timonense	unclassified Actinotignum timonense subspecies/strain	GCF_034119305.1_ASM3411930v1
671266	GCF_009917565.1	671266	Adlercreutzia caecimuris	strain=1xD42-21	Contig	Full	2020/01/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/917/565/GCF_009917565.1_ASM991756v1/	na	bacteria	2024/03/17	2468	2392	58	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia caecimuris	unclassified Adlercreutzia caecimuris subspecies/strain	GCF_009917565.1_ASM991756v1
446660	GCF_959027035.1	446660	Adlercreutzia equolifaciens	na	Contig	Full	2023/07/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/959/027/035/GCF_959027035.1_DRR221361_bin.43_MetaWRAP_v1.3_MAG/	derived from metagenome	bacteria	2023/07/25	2256	2157	46	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	unclassified Adlercreutzia equolifaciens subspecies/strain	GCF_959027035.1_DRR221361_bin.43_MetaWRAP_v1.3_MAG
1121866	GCF_000422625.1	580026	Adlercreutzia mucosicola DSM 19490	strain=DSM 19490	Scaffold	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/625/GCF_000422625.1_ASM42262v1/	na	bacteria	2024/01/28	2498	2432	61	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia mucosicola	Adlercreutzia mucosicola DSM 19490	GCF_000422625.1_ASM42262v1
755172	GCF_943913445.1	755172	Aedoeadaptatus coxii	na	Contig	Full	2022/06/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/913/445/GCF_943913445.1_JtV8yG2Xaj_bin.1.MAG/	derived from metagenome	bacteria	2023/12/23	1559	1502	43	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Aedoeadaptatus	Aedoeadaptatus coxii	unclassified Aedoeadaptatus coxii subspecies/strain	GCF_943913445.1_JtV8yG2Xaj_bin.1.MAG
1120952	GCF_000425085.1	51665	Aerococcus urinaeequi DSM 20341 = CCUG 28094	strain=DSM 20341	Scaffold	Full	2013/07/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/085/GCF_000425085.1_ASM42508v1/	na	bacteria	2024/03/31	1851	1771	60	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	Aerococcus urinaeequi DSM 20341 = CCUG 28094	GCF_000425085.1_ASM42508v1
656	GCF_010906985.2	656	Aeromonas allosaccharophila	strain=AE59-TE2	Chromosome	Full	2023/04/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/906/985/GCF_010906985.2_ASM1090698v2/	na	bacteria	2024/04/11	4201	4002	118	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas allosaccharophila	unclassified Aeromonas allosaccharophila subspecies/strain	GCF_010906985.2_ASM1090698v2
648	GCF_037116765.1	648	Aeromonas caviae	strain=Aero17	Contig	Full	2024/03/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/116/765/GCF_037116765.1_ASM3711676v1/	na	bacteria	2024/03/13	4374	4106	103	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	unclassified Aeromonas caviae subspecies/strain	GCF_037116765.1_ASM3711676v1
196024	GCF_963894075.1	196024	Aeromonas dhakensis	na	Contig	Full	2024/03/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/894/075/GCF_963894075.1_ena-yuan-GCF_018359865.1/	na	bacteria	2024/04/06	4443	4312	105	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas dhakensis	unclassified Aeromonas dhakensis subspecies/strain	GCF_963894075.1_ena-yuan-GCF_018359865.1
644	GCF_000803185.1	644	Aeromonas hydrophila	strain=M062	Contig	Full	2014/12/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/185/GCF_000803185.1_ASM80318v1/	na	bacteria	2023/12/07	4757	4564	104	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	unclassified Aeromonas hydrophila subspecies/strain	GCF_000803185.1_ASM80318v1
651	GCF_021441425.1	651	Aeromonas media	strain=INSAq193	Scaffold	Full	2022/01/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/441/425/GCF_021441425.1_ASM2144142v1/	na	bacteria	2024/01/20	5114	4745	117	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas media	unclassified Aeromonas media subspecies/strain	GCF_021441425.1_ASM2144142v1
